Model,Experiment,Dataset,Metric,Overall,Top 5%,Top 10%,Top 20%,Bottom 5%,Bottom 10%,Bottom 20%
kernel_ridge_rmse,genus_exp-kernel_ridge_rmse,Cross-Validation,RMSE,5.346170019490897,9.630837580619257,9.200584810282942,7.66112757287477,10.223218629088151,8.067944278278459,6.380488721675181
kernel_ridge_rmse,genus_exp-kernel_ridge_rmse,Cross-Validation,MAE,3.997885003292096,7.3825853752146235,7.442844460254266,6.14671640189911,9.306036189969007,6.736026539310314,4.894187062579787
kernel_ridge_rmse,genus_exp-kernel_ridge_rmse,Cross-Validation,R2,0.7892501566006618,0.2314075689104016,0.5860961764614014,0.7560819883333527,-6.054034917880493,-2.628532406477726,-1.5282831243972166
kernel_ridge_rmse,genus_exp-kernel_ridge_rmse,Cross-Validation,Adjusted R2,0.7870517406246078,0.030757332475506383,0.5384002280458208,0.7428060079935629,-1,-1,-1
ridge_rmse,genus_exp-ridge_rmse,Training,RMSE,6.08728368853593,9.625307533115976,8.910925945511948,7.902834789372053,9.85568684377907,8.090371340303838,6.702489562964675
ridge_rmse,genus_exp-ridge_rmse,Training,MAE,4.714362523112566,8.131503657428713,7.499747179836812,6.429220241277067,8.576230634437438,6.476229201299537,5.123541588215275
ridge_rmse,genus_exp-ridge_rmse,Training,R2,0.7267697295147912,0.23228997032943366,0.6117475175013001,0.7404480544279226,-5.555957046340875,-2.648733445010688,-1.7899094501796737
ridge_rmse,genus_exp-ridge_rmse,Training,Adjusted R2,0.723919555193959,0.03187009532694074,0.567007485338364,0.7263211496412505,-1,-1,-1
ridge_rmse,genus_exp-ridge_rmse,Testing,RMSE,6.869175518880049,10.148243132986204,11.613198526121476,9.471754472896949,12.7695414546582,9.896805659801062,7.530048841854688
ridge_rmse,genus_exp-ridge_rmse,Testing,MAE,5.12527118300413,8.188190316538122,9.622707649265143,7.512604793339638,10.564518746928755,7.597396374150105,5.303924015807475
ridge_rmse,genus_exp-ridge_rmse,Testing,R2,0.7434437534480496,-4.425692378249171,-1.3952420923764626,0.5597828688874873,-5.9782607925115085,-3.6891496061396145,-2.1858002068852938
ridge_rmse,genus_exp-ridge_rmse,Testing,Adjusted R2,0.7192248437735455,-4.425692378249171,-1,0.22247363855452307,-5.9782607925115085,-1,-1
ridge_rmse,genus_exp-ridge_rmse,Cross-Validation,RMSE,6.291957654173951,10.11774107204795,9.274729217840173,8.242219415323477,9.968188166787474,8.21930633659991,6.899925442463323
ridge_rmse,genus_exp-ridge_rmse,Cross-Validation,MAE,4.863721184675195,8.677643794344105,7.855517803139268,6.720623949207368,8.653652126711693,6.620244408759552,5.2612602334203
ridge_rmse,genus_exp-ridge_rmse,Cross-Validation,R2,0.7080870844742093,0.15172804719250044,0.5793982742804831,0.7176766322526645,-5.706481995313009,-2.7659587621651114,-1.9566955736864355
ridge_rmse,genus_exp-ridge_rmse,Cross-Validation,Adjusted R2,0.7050420240046157,-0.06972348031034237,0.5309304972932731,0.7023103234915089,-1,-1,-1
sgd_rmse,genus_exp-sgd_rmse,Training,RMSE,6.172737731288111,10.183021987299574,9.21931234927582,8.125608148855239,10.20873294369426,8.370680001717679,6.8382542397580695
sgd_rmse,genus_exp-sgd_rmse,Training,MAE,4.772614517016101,8.73784434807569,7.847046716408052,6.659203365607584,9.00858319167714,6.794389803762174,5.251065620768736
sgd_rmse,genus_exp-sgd_rmse,Training,R2,0.7190446035284052,0.14074642286276884,0.5844094817488228,0.7256087661344324,-6.034058794697522,-2.9059502343574524,-1.9040781686995505
sgd_rmse,genus_exp-sgd_rmse,Training,Adjusted R2,0.7161138453261732,-0.0835719888677473,0.5365191681222223,0.7106741879074319,-1,-1,-1
sgd_rmse,genus_exp-sgd_rmse,Testing,RMSE,6.850050337094871,10.358963790462932,11.771284309268886,9.495697903645484,13.284296194453002,10.264634401129086,7.682976414080797
sgd_rmse,genus_exp-sgd_rmse,Testing,MAE,5.080552678388751,8.416360818124554,9.786513679551241,7.508776500267709,11.05313954401048,7.969061023206114,5.344575531452261
sgd_rmse,genus_exp-sgd_rmse,Testing,R2,0.7448703742224507,-4.653352553577346,-1.460896864620083,0.5575544262636525,-6.5522036400312755,-4.04418464362102,-2.31651487666675
sgd_rmse,genus_exp-sgd_rmse,Testing,Adjusted R2,0.7207861375490501,-4.653352553577346,-1,0.21853768794619144,-6.5522036400312755,-1,-1
sgd_rmse,genus_exp-sgd_rmse,Cross-Validation,RMSE,6.3123829556019,10.624336377295672,9.503257773069253,8.343592661623964,10.210030221413046,8.379232139963085,6.999971742675291
sgd_rmse,genus_exp-sgd_rmse,Cross-Validation,MAE,4.892579751998981,9.283784815707184,8.114810369145074,6.8383422983530915,8.962247957192528,6.798190418624037,5.369707163439392
sgd_rmse,genus_exp-sgd_rmse,Cross-Validation,R2,0.7061887604961379,0.06465547017582585,0.558415733288908,0.7106891844406256,-6.035846618433623,-2.9139355570686143,-2.0430591137380034
sgd_rmse,genus_exp-sgd_rmse,Cross-Validation,Adjusted R2,0.7031238978492624,-0.1795273938048214,0.5075300463046221,0.694942562560549,-1,-1,-1
lasso_rmse,genus_exp-lasso_rmse,Training,RMSE,6.087283694607623,9.625408139438086,8.910990528762001,7.902881749798258,9.855758594640626,8.090412853578183,6.702499317754377
lasso_rmse,genus_exp-lasso_rmse,Training,MAE,4.714355109523708,8.131583217544552,7.499810049000535,6.4292616951531585,8.576335101283627,6.476274906282665,5.123543807447391
lasso_rmse,genus_exp-lasso_rmse,Training,R2,0.7267697289697304,0.23227392161911142,0.611741889646646,0.7404449697863921,-5.556052503367084,-2.648770889833615,-1.789917571042683
lasso_rmse,genus_exp-lasso_rmse,Training,Adjusted R2,0.7239195546432123,0.031849856909056395,0.5670012089613963,0.7263178971087141,-1,-1,-1
lasso_rmse,genus_exp-lasso_rmse,Testing,RMSE,6.869206102362885,10.148587181897167,11.613371002182832,9.471843294500035,12.769650852394097,9.896886939955333,7.5301039189191945
lasso_rmse,genus_exp-lasso_rmse,Testing,MAE,5.125299860264832,8.188687812689132,9.622967797120994,7.512708411811769,10.564630937946701,7.5974805192276635,5.30397584481113
lasso_rmse,genus_exp-lasso_rmse,Testing,R2,0.7434414689232158,-4.426060271523362,-1.3953132398710908,0.5597746125555189,-5.978380359718208,-3.68922662823777,-2.1858468108765514
lasso_rmse,genus_exp-lasso_rmse,Testing,Adjusted R2,0.7192223435895674,-4.426060271523362,-1,0.22245905594221516,-5.978380359718208,-1,-1
lasso_rmse,genus_exp-lasso_rmse,Cross-Validation,RMSE,6.291953136862756,10.117831547470582,9.27478195290491,8.24225971739691,9.968269192933409,8.219346993544066,6.899936611147645
lasso_rmse,genus_exp-lasso_rmse,Cross-Validation,MAE,4.863714432427428,8.67773705711718,7.855585047103689,6.72066287462681,8.653767602938466,6.620290310955378,5.261264986018596
lasso_rmse,genus_exp-lasso_rmse,Cross-Validation,R2,0.7080875036318325,0.15171287619612117,0.5793934912788944,0.7176738712863899,-5.706591022668486,-2.7659960190204966,-1.956705145507609
lasso_rmse,genus_exp-lasso_rmse,Cross-Validation,Adjusted R2,0.7050424475346397,-0.06974261187657271,0.5309251631254857,0.7023074122512396,-1,-1,-1
gaussian_process_rmse,genus_exp-gaussian_process_rmse,Training,RMSE,4.640731586078305,6.571169351399889,7.066610962964891,6.144101465681593,9.2207140060759,7.298406619381251,5.758274368219532
gaussian_process_rmse,genus_exp-gaussian_process_rmse,Training,MAE,3.480224536033661,4.792291454098723,5.581274590658853,4.844913429937827,8.338646188826383,6.058860389833728,4.4221047309511405
gaussian_process_rmse,genus_exp-gaussian_process_rmse,Training,R2,0.8411984896801799,0.6421893147905516,0.755830767533497,0.8431172328475156,-4.7384078507778895,-1.9693496319644934,-1.0592189372606229
